Nest,Surv,Year13,Xcoord,Ycoord,Elev,Bare,Herb,Litter,Sage,Shrub,ShrubHt,Herb.Bin,Herb.Bin.Mean.1,Herb.Bin.Mean.2,Herb.Bin.Mean.3,Herb.Bin.SD.1,Herb.Bin.SD.2,Herb.Bin.SD.3,Herb.Mean.1,Herb.Mean.2,Herb.Mean.3,Herb.SD.1,Herb.SD.2,Herb.SD.3,Sage.Bin,Sage.Bin.Mean.1,Sage.Bin.Mean.2,Sage.Bin.Mean.3,Sage.Bin.SD.1,Sage.Bin.SD.2,Sage.Bin.SD.3,Sage.Mean.1,Sage.Mean.2,Sage.Mean.3,Sage.SD.1,Sage.SD.2,Sage.SD.3,ShrubHt.Bin,ShrubHt.Bin.Mean.1,ShrubHt.Bin.Mean.2,ShrubHt.Bin.Mean.3,ShrubHt.Bin.SD.1,ShrubHt.Bin.SD.2,ShrubHt.Bin.SD.3,ShrubHt.Mean.1,ShrubHt.Mean.2,ShrubHt.Mean.3,ShrubHt.SD.1,ShrubHt.SD.2,ShrubHt.SD.3,CTI,HLI,TRI,CTI.Mean.1,CTI.Mean.2,CTI.Mean.3,CTI.SD.1,CTI.SD.2,CTI.SD.3,TRI.Mean.1,TRI.Mean.2,TRI.Mean.3,TRI.SD.1,TRI.SD.2,TRI.SD.3
1,0,0,NotShared,NotShared,2141.125977,53,13,16,17,17,27,0,0.140794224,0.299368801,0.334298643,0.348438677,0.458188198,0.471787396,13.31768953,14.31830478,14.56669683,2.239341357,3.121868599,3.509650299,1,0.9566787,0.894499549,0.795294118,0.203947851,0.307335773,0.403523055,16.98916968,17.05861136,16.68651584,1.223216698,1.528073709,2.215860372,0,0.061371841,0.065825068,0.09158371,0.240445531,0.248087941,0.288463508,23.14440433,22.92425609,23.22914027,4.379722638,4.964643722,5.413360594,9.781234501,0.744836785,0.033030044,8.484123899,8.423993894,8.295686599,1.210430242,1.53550994,1.66628484,0.135816523,0.264517981,0.367692923,0.266831861,0.459646214,0.715683187
1,1,0,NotShared,NotShared,2165.946045,22,27,31,22,25,37,1,0.9566787,0.903516682,0.835294118,0.203947851,0.295386128,0.37094846,22.9566787,22.75022543,21.46515837,5.015728936,5.744076563,5.872322182,1,0.935018051,0.795311091,0.776108597,0.246940151,0.403656145,0.416887873,20.60288809,18.58881876,18.1561991,2.921880034,3.738339434,3.543313255,1,0.938628159,0.798917944,0.696289593,0.240445531,0.40099009,0.459900726,35.14801444,33.41298467,31.95855204,3.667785439,5.076033179,6.051186268,9.074690495,0.756658553,0.340385467,8.545342433,7.954776917,7.814118116,1.665185152,1.647813593,1.638990718,0.340299989,0.812657535,0.889970408,0.651961253,1.169916371,1.252536832
1,0,0,NotShared,NotShared,2148.036865,33,26,28,20,22,29,1,0.898916968,0.892696123,0.867330317,0.30198423,0.309638835,0.339248094,21.85198556,21.56627592,19.72072398,5.158688818,5.066024253,4.585854844,1,0.953068592,0.893597836,0.93158371,0.211874755,0.308490772,0.252481759,20.72563177,19.99368801,20.2959276,2.64242698,3.280639496,3.258952977,0,0.519855596,0.564472498,0.418099548,0.500509864,0.496049571,0.493291353,30.03610108,31.16862038,28.83366516,6.429562326,6.878881772,7.535507767,8.06736303,0.745657175,0.177277118,9.34453538,9.521609468,9.195025615,1.821726277,2.093201924,1.978403475,0.192362626,0.266478113,0.318243802,0.426169681,0.724399096,1.154121253
1,0,1,NotShared,NotShared,2096.278564,37,22,28,23,26,30,1,0.880866426,0.80613165,0.770135747,0.324531949,0.395505326,0.420783466,19.62815884,18.23083859,17.51257919,3.648853483,5.837982915,5.485587326,1,0.949458484,0.859332732,0.769954751,0.219456004,0.347834853,0.420899628,20.63176895,18.5987376,17.24542986,2.518367623,6.007549269,6.108054254,0,0.306859206,0.294860234,0.245248869,0.462025187,0.456185629,0.430273599,27.49458484,25.20018034,24.4599095,7.295333499,10.23900132,9.398321776,8.586637021,0.739146175,0.201413274,8.693604713,8.183022675,7.952415669,1.962705989,1.793621504,1.813384207,0.229893869,0.524858054,2.327968779,0.308416543,0.784310453,5.748651713
1,1,1,NotShared,NotShared,2067.23877,52,15,18,17,17,29,0,0.364620939,0.281334536,0.273303167,0.482194881,0.44985319,0.445695524,14.55234657,13.6663661,13.6841629,3.961083777,3.794418694,3.944167369,1,0.252707581,0.355275023,0.349502262,0.435351221,0.478812499,0.47685594,12.15162455,13.29576195,13.39095023,4.308582507,4.276857175,3.890880077,0,0.072202166,0.088367899,0.060271493,0.259290816,0.283957251,0.2380107,23.1732852,22.99278629,21.70425339,5.335715832,5.301891758,5.259534118,7.778876001,0.746879995,0.112071984,8.09389791,8.197197033,8.264594395,1.788340073,1.798488985,1.736773172,0.531629952,0.520706687,0.361341868,1.070405721,1.001123499,0.671369369
1,0,1,NotShared,NotShared,1967.602295,27,10,28,20,23,36,0,0.151624549,0.163210099,0.097556561,0.359305736,0.369723982,0.296740992,13.45848375,13.02885482,11.84271493,2.547215419,7.034409795,5.335525726,1,0.415162455,0.146979261,0.049773756,0.493641885,0.35424499,0.217496876,14.30685921,10.38142471,8.242171946,5.218736093,5.243670531,4.303686637,1,0.364620939,0.159603246,0.051764706,0.482194881,0.366402928,0.221571674,27.63176895,22.75473399,20.94153846,8.15085139,8.810545436,7.176906465,11.99018847,0.740935326,0.012808449,11.41662704,10.38631812,9.405329311,1.816689042,2.001686675,1.955687268,0.009524743,0.096777466,0.229530911,0.008072997,0.213070932,0.35594436
1,0,1,NotShared,NotShared,2062.71167,45,16,23,19,19,26,1,0.530685921,0.458070334,0.462443439,0.499960758,0.498463588,0.498632637,16.19133574,15.78539225,15.76597285,2.341233422,2.507915871,2.651574577,1,0.992779783,0.972948602,0.949140271,0.084817784,0.162306419,0.219731098,18.14801444,18.07935077,17.96144796,1.492652789,1.676180852,2.064351594,0,0.075812274,0.075743913,0.052850679,0.265176604,0.264707303,0.22375555,24.74368231,24.30027051,22.97918552,3.780576524,5.047876374,4.745068829,8.103240095,0.739943697,0.006815459,9.086221502,8.85535841,9.134636316,1.289771696,1.660457156,1.675583064,0.07787079,0.234854696,0.135442149,0.189022696,0.629216913,0.381247153
1,1,1,NotShared,NotShared,2061.777588,42,19,24,18,22,25,1,0.924187726,0.910730388,0.841085973,0.265176604,0.285261151,0.365628986,21.25270758,20.25788999,18.56361991,3.910368264,3.738066869,3.853228886,1,0.938628159,0.916140667,0.875113122,0.240445531,0.277301791,0.330620523,20.76895307,19.67538323,18.50153846,2.728813643,2.999870328,3.86800774,0,0.440433213,0.270513977,0.174841629,0.497337651,0.444425771,0.379865965,31.58844765,27.65013526,24.98443439,10.43146769,8.475397208,7.290976506,7.847582225,0.743926547,0.012768583,9.072605144,8.657058379,8.671476976,1.917183425,1.733099684,1.916703012,0.107270008,0.189980718,0.959483596,0.183201164,0.281007921,3.851684676
1,1,1,NotShared,NotShared,2039.441528,77,5,9,9,9,12,0,0.036101083,0.064923354,0.060271493,0.186879303,0.246501731,0.2380107,8.368231047,9.022542831,8.797828054,3.442298921,3.692175895,3.651727641,0,0.003610108,0.00270514,0.005791855,0.060084177,0.051963996,0.075890395,7.350180505,7.556357078,7.600361991,1.662711783,1.610471062,2.223549136,0,0,0.006311993,0.008506787,0,0.079232647,0.091847421,16.39350181,16.96032462,17.16054299,3.494357928,4.190441061,4.375161078,8.12922481,0.737722355,0.055463355,8.327086092,8.50279152,8.559372122,1.258561753,1.564473721,1.719024869,0.579639395,0.48587581,0.475556929,0.74916517,0.659655764,0.818504424
1,0,1,NotShared,NotShared,2017.184814,72,9,17,9,10,10,0,0.158844765,0.153291253,0.101176471,0.366192861,0.360430557,0.301589547,11.49097473,11.07844905,9.770859729,3.740314757,4.069142368,3.966777046,0,0.007220217,0.00541028,0.026244344,0.084817784,0.073388452,0.159875591,8.263537906,8.045085663,8.171764706,2.56209955,2.629969204,2.940638729,0,0.003610108,0.016230839,0.017556561,0.060084177,0.126419182,0.131344778,19.09747292,18.82957619,18.41737557,4.251328961,4.71448244,4.778238065,8.50135027,0.738858435,0.299373478,7.880708091,7.764510825,8.213576005,1.873662279,1.665595121,1.774148934,0.798736134,0.77434685,0.588936563,0.850875942,0.866786036,0.758845169
1,0,1,NotShared,NotShared,2020.077881,77,10,9,8,8,12,0,0.018050542,0.021641118,0.054298643,0.133375183,0.145574342,0.226626556,7.014440433,7.443642922,8.531040724,2.493427766,2.93855973,3.660460755,0,0.014440433,0.026149684,0.028959276,0.11951348,0.159652316,0.167707266,9.126353791,8.881875564,8.730859729,2.195662405,2.637470499,2.772668026,0,0.010830325,0.015329125,0.023348416,0.1036911,0.122913653,0.151021177,16.00361011,16.69431921,17.78932127,4.690028116,5.001928708,5.201945863,9.627645148,0.7480886,0.079601794,9.627727787,9.336586746,9.28136927,1.859016582,1.835453007,1.832248113,0.153119183,0.188238014,0.21857936,0.278470318,0.3876355,0.477180283
1,0,1,NotShared,NotShared,2167.098877,37,21,32,20,21,29,1,0.927797834,0.854824166,0.758552036,0.259290816,0.352436966,0.428,20.46570397,19.56627592,18.42171946,3.37988733,4.22797742,4.470099262,1,0.906137184,0.898106402,0.84199095,0.29216562,0.302644815,0.364782503,18.3465704,18.2993688,17.83113122,2.218768135,2.880064925,3.381634746,0,0.296028881,0.287646528,0.195475113,0.457330121,0.452869668,0.396601894,28.31407942,27.60144274,24.77755656,4.808535244,5.624841569,6.968061214,9.594541958,0.742889701,0.00536785,9.044061498,8.831560133,8.581165461,1.65189926,1.922532327,2.051292844,0.220382788,0.499468233,0.797864334,0.488082892,0.964559253,1.569614976
1,0,1,NotShared,NotShared,2006.071777,78,5,9,11,11,12,0,0.036101083,0.045987376,0.058642534,0.186879303,0.209552221,0.234975702,8.501805054,8.953110911,8.865882353,3.371475131,3.384446503,3.641462564,0,0.083032491,0.040577096,0.022443439,0.276430749,0.197397395,0.14813407,9.624548736,9.246167719,8.528506787,3.613056571,2.892133644,2.598764543,0,0.057761733,0.027953111,0.019909502,0.233714587,0.164912879,0.139701991,18.59927798,17.91343553,18.17447964,6.003175445,5.291987831,5.15992961,10.2159042,0.741763699,0.018929742,8.320166579,8.964296695,9.428090131,2.186723481,1.928941512,1.801222234,0.508743121,0.299229845,0.190203381,0.677565877,0.497409106,0.412950237
1,0,1,NotShared,NotShared,2122.685791,51,10,24,19,19,17,0,0.537906137,0.6122633,0.585882353,0.499463428,0.487453801,0.492613584,16.05776173,16.27953111,16.19058824,4.116543071,3.273256881,3.703686017,1,0.747292419,0.880072137,0.84561086,0.435351221,0.325023735,0.361354075,17.4765343,17.75112714,17.56760181,3.120234031,2.731239105,3.436187725,0,0.075812274,0.04418395,0.099909502,0.265176604,0.205596312,0.299906441,22.48375451,22.24346258,22.66570136,5.570099034,4.665746707,5.967258458,6.395020286,0.757956479,0.938000739,7.72954882,7.97983208,7.83170822,1.851354653,1.678671719,1.703127671,0.706261939,0.480141979,0.738695293,0.890205904,0.758002828,1.415567375
1,1,1,NotShared,NotShared,2150.942139,39,20,27,18,19,23,1,0.931407942,0.946798918,0.908054299,0.253216632,0.224535494,0.288975438,19.94945848,19.97565374,19.77484163,2.886307266,3.072285373,3.703480539,1,0.981949458,0.981064022,0.966153846,0.133375183,0.136360455,0.180849416,20.80505415,20.74661858,20.57321267,1.984973373,1.974978824,2.342567841,0,0.433212996,0.443642922,0.431312217,0.496416289,0.497037871,0.495304342,29.50541516,29.58340848,29.33466063,5.875286572,6.347171313,6.320922187,8.531979016,0.732791417,0.069009736,9.103342807,9.240096893,9.416641136,1.59929055,1.860371697,1.961113987,0.146068575,0.129786111,0.18871578,0.327419107,0.282291064,0.565611986
1,1,1,NotShared,NotShared,2152.022949,35,19,29,20,21,20,1,0.942238267,0.92786294,0.818642534,0.233714587,0.258831439,0.385348949,19.32851986,19.68530207,18.80705882,2.809858868,3.14096757,4.554845688,1,0.971119134,0.957619477,0.896289593,0.167774792,0.201546627,0.304912096,21.07581227,20.99368801,19.53683258,2.024673835,2.268715944,3.78068557,0,0.490974729,0.412082958,0.35239819,0.500823369,0.492431974,0.47776042,30.38267148,28.9792606,27.42316742,5.491573526,6.332578862,7.581545997,7.685791388,0.747064933,0.142395213,9.667510241,9.413462449,8.883147672,1.743345416,1.74551053,2.047468204,0.051997618,0.16839619,1.206508526,0.040434446,0.671197082,3.329084645
1,1,1,NotShared,NotShared,2076.631348,54,12,17,17,17,26,0,0.064981949,0.125338142,0.206696833,0.246940151,0.331251317,0.404972759,12.22743682,12.69702435,13.51891403,2.075278469,2.712818911,3.115193476,1,0.877256318,0.785392245,0.704072398,0.328736684,0.41073518,0.456499917,16.50541516,16.31469793,15.99800905,1.355666953,1.805319662,2.712008926,0,0.007220217,0.018034265,0.029321267,0.084817784,0.133135319,0.168720724,21.06137184,20.39495041,20.31276018,4.162442792,4.412712572,4.863293151,5.174458606,0.783077605,2.239501238,8.044324017,8.048548231,8.217441218,1.610012943,1.548882267,1.600469537,0.325720648,0.329454879,0.295117239,0.515292893,0.54586958,0.515943673
1,0,1,NotShared,NotShared,2133.880859,43,4,24,16,17,26,0,0.003610108,0.017132552,0.014660633,0.060084177,0.129823824,0.120201141,8.093862816,8.07213706,7.866425339,2.494602555,2.949672477,2.969779659,1,0.451263538,0.425608656,0.339004525,0.498519757,0.494658028,0.473414218,14.95306859,14.71235347,13.5038914,3.285006503,4.062823523,4.570573921,0,0.202166065,0.243462579,0.269864253,0.402342328,0.429365563,0.443929282,23.79061372,24.79531109,24.76,6.728119554,7.758106022,8.503500153,6.771155335,0.7218284,0.389521092,7.950020774,7.953328305,7.624815329,1.842678038,1.969834579,1.838670145,0.660895704,0.751149598,1.719451709,0.720561549,0.774088702,2.30640421
1,0,1,NotShared,NotShared,2054.971924,33,15,30,20,25,34,0,0.78700361,0.825067628,0.75040724,0.41016616,0.380080649,0.432816497,17.18411552,17.38503156,17.35547511,2.450680258,2.587562505,3.333117969,1,0.953068592,0.954012624,0.913665158,0.211874755,0.209552221,0.280883279,20.54512635,20.01262399,19.37882353,2.469147245,2.53278561,3.118470655,1,0.306859206,0.250676285,0.287963801,0.462025187,0.433597986,0.45285513,27.30685921,26.56266907,26.44995475,7.571618671,6.67549093,8.037176163,18.96107796,0.743072783,0.037694227,9.713346531,9.214664216,8.980083976,2.399823409,2.321719666,1.999454605,0.111943022,0.29814157,0.285548867,0.112089868,0.584702284,0.571415156
1,0,1,NotShared,NotShared,2098.49707,40,20,24,19,19,28,1,0.458483755,0.401262399,0.332307692,0.499175273,0.49037508,0.47108328,15.54873646,15.10820559,14.54208145,4.077417509,3.621164139,3.575994721,1,0.613718412,0.697024346,0.721628959,0.48777768,0.459752111,0.448237626,15.83754513,16.23985573,16.23040724,3.494140816,2.9407811,2.859100451,0,0.129963899,0.091974752,0.077104072,0.336872334,0.289120687,0.266780652,24.50541516,23.02885482,22.52253394,5.186815042,5.141945144,5.376963705,8.782522764,0.745700412,0.423998088,7.625840435,7.956910908,7.996417077,1.999997189,1.810457116,1.732518351,0.940388117,0.588556062,0.52734225,1.058675508,0.834190707,0.903347597
1,0,1,NotShared,NotShared,2163.30957,32,21,30,24,24,37,1,0.981949458,0.905320108,0.822081448,0.133375183,0.292904371,0.382478782,23.81949458,22.94860234,21.28108597,4.86966904,5.785584471,5.974124653,1,0.945848375,0.816952209,0.77918552,0.226726273,0.386880165,0.41483321,20.80505415,18.86113616,18.1799095,2.540592853,3.661515016,3.579984232,1,0.974729242,0.830477908,0.683438914,0.157230385,0.375381691,0.465176666,35.67509025,33.6871055,31.74841629,2.625652523,4.950697869,6.306702219,8.416398881,0.74918223,0.088735543,8.590819446,8.020366691,7.8242493,1.631544599,1.622088063,1.649105503,0.20771293,0.673785759,0.914149277,0.243276896,1.018550774,1.302424643
1,0,1,NotShared,NotShared,2004.576294,69,6,14,8,8,21,0,0.02166065,0.083859333,0.079276018,0.14583637,0.277301791,0.270193532,7.844765343,8.941388638,9.22280543,2.988095286,3.855605683,3.899737419,0,0.028880866,0.056807935,0.053755656,0.167774792,0.231579688,0.225555301,8.711191336,8.874661858,8.59800905,2.59800321,3.282925139,3.424582568,0,0.028880866,0.026149684,0.024615385,0.167774792,0.159652316,0.154963911,18.83393502,19.05590622,18.66063348,5.303936537,5.170079657,5.024391767,7.352433278,0.734773444,0.121648386,9.4957277,8.917508478,8.39869722,1.959031919,1.988211006,1.887171158,0.098488457,0.324987695,0.600043805,0.161843876,0.509417605,0.95956444
1,1,1,NotShared,NotShared,2030.217896,66,11,13,8,8,20,0,0.245487365,0.186654644,0.148235294,0.431154749,0.389809831,0.355365233,13.03971119,12.35527502,12.03728507,3.264079412,3.528893328,3.278093066,0,0.025270758,0.039675383,0.044162896,0.157230385,0.195283472,0.205475488,9.458483755,9.352569883,8.916742081,2.489668917,3.032189695,3.283648884,0,0.018050542,0.018034265,0.022443439,0.133375183,0.133135319,0.14813407,20.76895307,20.20829576,20.2599095,4.636501756,4.64195314,4.773599289,6.836989105,0.747163143,0.738160551,8.10842054,7.972451067,8.306276455,1.513213156,1.757761842,1.894747668,0.590984979,1.00009403,0.920963841,0.556600769,1.375388809,1.581490011
1,1,1,NotShared,NotShared,2084.528809,52,11,18,16,16,18,0,0.010830325,0.023444545,0.027692308,0.1036911,0.151378867,0.164104595,7.797833935,8.163210099,8.531945701,2.666674842,3.039668388,3.41371376,1,0.155234657,0.135256988,0.204705882,0.362783671,0.342152155,0.403523055,11.84837545,10.99098287,11.7958371,3.297798876,3.985296739,4.484378393,0,0.046931408,0.0748422,0.251764706,0.211874755,0.26325527,0.434066056,21.03249097,20.88638413,24.89719457,5.310199231,5.791479207,7.619879562,9.046229177,0.732541184,0.082685672,8.393214771,7.949790339,7.700143063,2.001488797,1.849971989,1.644091389,0.35935276,1.054785205,1.863455134,0.361914095,1.612851771,2.26541632
1,1,1,NotShared,NotShared,2043.909546,51,13,20,17,17,22,0,0.16967509,0.234445446,0.227330317,0.376026473,0.423842854,0.419145609,14.44404332,14.7276826,14.50950226,2.237997513,2.411943833,2.346085803,1,0.996389892,0.984670875,0.932488688,0.060084177,0.122913653,0.25092814,17.88086643,17.90441839,17.45230769,1.660570655,1.78639775,1.891838251,0,0.050541516,0.073940487,0.044524887,0.219456004,0.261792075,0.206276811,22.00722022,22.55545537,21.82027149,4.658631369,5.470947183,4.924126155,11.42537981,0.740951735,0.007783286,9.654785357,9.642257943,9.424403892,1.437421101,1.643354632,1.72808415,0.032552392,0.051783163,0.076765238,0.030097004,0.13607299,0.152666155
1,0,1,NotShared,NotShared,2068.540039,54,12,16,17,17,19,0,0.064981949,0.11361587,0.216470588,0.246940151,0.317487315,0.411875924,12.79422383,13.07303877,13.52361991,1.778770498,2.417423939,3.209670613,1,0.895306859,0.816952209,0.64361991,0.30671175,0.386880165,0.478972697,16.85920578,16.34986474,15.12271493,1.54111411,2.339862627,3.639353634,0,0.025270758,0.022542831,0.016289593,0.157230385,0.148507707,0.126598352,21.54151625,20.63570784,19.49809955,4.146227796,4.340725826,4.399353806,8.372780563,0.743100908,0.035177313,8.391695931,8.219846732,8.009627543,1.738842086,1.627159163,1.695373809,0.256277092,0.285927753,0.586339681,0.38238538,0.450291954,1.170037426
1,0,1,NotShared,NotShared,2061.760742,50,14,21,18,18,16,0,0.097472924,0.142470694,0.192579186,0.297137497,0.349689948,0.394360991,12.33212996,12.93597836,13.33809955,2.414812415,2.755770851,3.091134167,1,0.711191336,0.73399459,0.621538462,0.454029092,0.442066451,0.485047405,15.94223827,16.00360685,15.17122172,1.957034703,2.049915375,3.385128064,0,0.010830325,0.012623986,0.020090498,0.1036911,0.111695435,0.140322605,19.76895307,20.20649234,19.85773756,4.130661682,4.314331885,4.493864627,15.15459564,0.742610203,0.012231375,8.099159807,8.070925849,8.114583165,1.413064435,1.70339835,1.67471771,0.227500892,0.38074977,0.47412524,0.357197188,0.624374496,1.019761347
1,1,1,NotShared,NotShared,2161.11377,41,16,26,19,22,23,1,0.870036101,0.765554554,0.610678733,0.336872334,0.423842854,0.4876405,18.3465704,17.19927863,16.18298643,2.7719671,4.919474252,4.504523447,1,0.974729242,0.876465284,0.759276018,0.157230385,0.329198436,0.427561731,20.8267148,19.37240757,18.14280543,1.752516111,5.221380275,5.512744869,0,0.122743682,0.192966637,0.239457014,0.328736684,0.394805097,0.426790722,24.52707581,24.57078449,25.21248869,5.472939666,8.143993679,8.114523974,8.630387339,0.735503814,0.03687916,9.792619729,8.992159909,8.361996991,1.746478227,1.996463812,2.099553867,0.055357967,1.447623454,2.094015101,0.070391111,4.550436818,4.276469437
1,1,1,NotShared,NotShared,2009.942505,50,16,21,7,7,28,1,0.155234657,0.151487827,0.167058824,0.362783671,0.358685482,0.373062144,12.98555957,12.74481515,12.79330317,2.515129753,2.71491114,2.751405151,0,0,0,0.004705882,0,0,0.068444028,8.0433213,7.605951307,7.680180995,2.294827315,2.155674386,2.538974967,0,0.046931408,0.039675383,0.021357466,0.211874755,0.195283472,0.14458599,22.8700361,22.42470694,21.14081448,4.727855053,4.678370523,4.624699265,8.789407395,0.735993871,0.106352612,9.901999488,9.769777633,9.843550439,1.509033606,1.628798709,1.902152445,0.040164023,0.146251966,0.170909752,0.049918063,0.510608188,0.411136055
1,1,1,NotShared,NotShared,2046.890381,38,10,26,19,23,32,0,0.036101083,0.023444545,0.031312217,0.186879303,0.151378867,0.174175926,9.83032491,9.543733093,9.466968326,3.146786531,2.997762244,3.127024231,1,0.093862816,0.064923354,0.042352941,0.29216562,0.246501731,0.2014113,9.454873646,8.973850316,8.394570136,4.325809768,3.921182139,3.610263677,1,0.054151625,0.054102795,0.041266968,0.226726273,0.226322492,0.198925031,19.5198556,19.96934175,19.88669683,5.289838767,5.532228974,5.339811812,6.92358565,0.744856713,2.509251118,7.691401892,8.089381339,8.034590946,1.690653143,1.796675234,1.713577086,1.162041707,0.809679064,0.735196425,1.341889685,1.266020056,1.052845399
1,1,1,NotShared,NotShared,2159.384521,37,18,28,20,20,24,1,0.97833935,0.954012624,0.926153846,0.14583637,0.209552221,0.261544032,21.50180505,21.44093778,21.15420814,3.235474282,3.799033392,4.119165715,1,0.967509025,0.948602344,0.940995475,0.177620965,0.220907085,0.235654497,19.40433213,19.12353472,19.080181,1.998835532,2.124737347,2.37540651,0,0.277978339,0.247069432,0.294298643,0.448813524,0.431502053,0.455768087,26.59566787,26.35256988,27.01701357,5.800648015,5.766136139,6.377520951,6.611911404,0.749037359,0.128744349,8.838605595,8.470764602,8.433791282,1.989714741,1.639656156,1.702507239,0.210379695,0.254058326,0.381274662,0.379018821,0.455128051,0.798543513
1,1,1,NotShared,NotShared,2097.605225,41,26,23,20,20,39,1,0.848375451,0.844003607,0.680180995,0.359305736,0.363015629,0.466448485,19.70397112,19.122633,16.42045249,4.085909701,4.242355826,6.343165697,1,0.740072202,0.776375113,0.602714932,0.439388568,0.416861477,0.48938021,17.20577617,17.48241659,15.04470588,3.348842953,4.046983447,6.428151867,1,0.512635379,0.456266907,0.372488688,0.500745011,0.498308461,0.483511302,29.59566787,29.0883679,25.99692308,8.298051719,8.958253558,11.14527,9.353527969,0.737206015,0.105996303,7.775305039,7.732056831,7.477185504,1.724723552,1.600956643,1.81822341,0.735151729,1.27431375,4.905770626,0.852143266,5.41918149,11.84998076
1,0,1,NotShared,NotShared,2046.381104,50,7,21,13,14,14,0,0.036101083,0.023444545,0.037104072,0.186879303,0.151378867,0.189033933,8.505415162,8.754733995,9.775384615,2.767069473,2.793960681,2.954955469,0,0.122743682,0.106402164,0.115837104,0.328736684,0.308490772,0.320058448,10.80505415,11.09017133,11.40506787,4.154390433,3.641540177,3.42678301,0,0,0.008115419,0.022624434,0,0.089759814,0.148716416,16.07942238,17.62488729,18.69085973,4.052308658,4.459803738,4.716126762,10.16596167,0.743046894,0.006779238,10.40170466,10.23391364,9.330685473,1.116886299,1.69060442,1.84426621,0.054620191,0.113329255,0.254690776,0.153060151,0.248142226,0.462269424
1,1,1,NotShared,NotShared,2055.196777,49,10,18,15,15,22,0,0.050541516,0.050495942,0.042533937,0.219456004,0.219064773,0.201822133,9.476534296,8.929666366,8.836742081,3.589990853,3.672086381,3.551237185,0,0.050541516,0.055906222,0.044162896,0.219456004,0.229844191,0.205475488,8.281588448,8.484220018,8.540633484,3.443138578,3.414369435,3.348514639,0,0.054151625,0.04418395,0.030226244,0.226726273,0.205596312,0.171224779,18.87725632,19.0477908,18.7480543,5.583304147,5.544085466,5.181347297,6.257879555,0.746666598,2.371391296,7.789111892,8.149106105,8.448181302,1.527449811,1.597380999,1.810631238,1.256985797,0.685098082,0.498811498,1.820587246,1.12721889,0.846621053
1,1,1,NotShared,NotShared,2011.06665,56,17,19,6,6,25,1,0.19133574,0.165915239,0.1639819,0.394064687,0.372172367,0.37029266,13.74729242,13.22723174,12.28343891,2.011119875,2.405007112,3.212995614,0,0,0.004508566,0.006334842,0,0.067024547,0.079346398,7.16967509,7.513976555,7.784072398,2.500018312,2.590776713,2.644909528,0,0.039711191,0.031559964,0.02678733,0.19563328,0.174904309,0.161475969,23.16967509,22.22272317,21.25285068,4.431043842,4.607714785,4.770924938,9.167169446,0.738950072,0.02025906,9.120289678,9.596043721,9.826221771,1.347985541,1.710226397,1.901413109,0.314900449,0.246929281,0.170878319,0.72011096,0.600362886,0.383162843
1,1,1,NotShared,NotShared,1987.505493,64,6,15,7,8,17,0,0.14801444,0.139765555,0.118190045,0.355757041,0.346900067,0.322862239,12.55595668,12.18845807,11.28162896,2.840176734,3.070120981,3.494688878,0,0,0.004508566,0.008868778,0,0.067024547,0.093764142,7.833935018,7.681695221,8.200542986,2.431943973,2.430373093,2.969791133,0,0.007220217,0.020739405,0.012669683,0.084817784,0.142574933,0.11185449,20.97111913,20.73038774,20.1400905,4.459060534,4.739455895,4.747337566,10.27192475,0.740211724,0.019585025,9.443428168,9.044684801,9.030745325,1.894050554,1.70746385,1.783571882,0.087046919,0.159497671,0.249893057,0.128098755,0.2906924,0.482258927
1,1,1,NotShared,NotShared,2139.662842,55,17,20,11,11,34,1,0.509025271,0.580703336,0.554751131,0.500823369,0.493666613,0.497038256,16.06859206,17.02434626,16.55565611,5.297557802,4.997142022,4.848615884,0,0.469314079,0.662759243,0.703529412,0.499960758,0.472981133,0.456742309,15.03971119,16.1018936,16.40180995,3.401067169,3.035512735,3.051215671,1,0.173285199,0.128043282,0.138461538,0.379178701,0.334288746,0.345415019,24.92057762,24.0613165,24.17954751,5.728220475,5.825673795,5.965898275,6.964095337,0.770485058,1.853602171,7.077635959,7.284852042,7.758056028,1.938066688,1.864585577,1.951303214,1.874123478,1.633403322,1.163513104,1.907514765,2.223306373,1.83872324
1,0,1,NotShared,NotShared,2110.555176,44,15,23,20,20,28,0,0.155234657,0.256988278,0.265339367,0.362783671,0.437170031,0.441553706,13.33212996,13.76375113,13.82986425,2.479951527,3.408433848,3.554633909,1,0.761732852,0.624887286,0.586606335,0.426794456,0.484370438,0.492486794,16.0433213,15.71055005,15.41900452,1.744016837,2.122614729,2.627315865,0,0.104693141,0.090171326,0.062443439,0.30671175,0.286556279,0.241981103,24.67148014,22.91794409,21.9478733,4.85406773,5.447114703,5.23939893,9.436352916,0.74540728,0.022485252,8.542746493,8.29872053,8.339692209,1.504649635,1.586400981,1.709514476,0.238612912,0.30782266,0.309056194,0.419034667,0.515611274,0.507665944
