Nest,Surv,Year13,Xcoord,Ycoord,Elev,Bare,Herb,Litter,Sage,Shrub,ShrubHt,Herb.Bin,Herb.Bin.Mean.1,Herb.Bin.Mean.2,Herb.Bin.Mean.3,Herb.Bin.SD.1,Herb.Bin.SD.2,Herb.Bin.SD.3,Herb.Mean.1,Herb.Mean.2,Herb.Mean.3,Herb.SD.1,Herb.SD.2,Herb.SD.3,Sage.Bin,Sage.Bin.Mean.1,Sage.Bin.Mean.2,Sage.Bin.Mean.3,Sage.Bin.SD.1,Sage.Bin.SD.2,Sage.Bin.SD.3,Sage.Mean.1,Sage.Mean.2,Sage.Mean.3,Sage.SD.1,Sage.SD.2,Sage.SD.3,ShrubHt.Bin,ShrubHt.Bin.Mean.1,ShrubHt.Bin.Mean.2,ShrubHt.Bin.Mean.3,ShrubHt.Bin.SD.1,ShrubHt.Bin.SD.2,ShrubHt.Bin.SD.3,ShrubHt.Mean.1,ShrubHt.Mean.2,ShrubHt.Mean.3,ShrubHt.SD.1,ShrubHt.SD.2,ShrubHt.SD.3,CTI,HLI,TRI,CTI.Mean.1,CTI.Mean.2,CTI.Mean.3,CTI.SD.1,CTI.SD.2,CTI.SD.3,TRI.Mean.1,TRI.Mean.2,TRI.Mean.3,TRI.SD.1,TRI.SD.2,TRI.SD.3
1,0,0,NotShared,NotShared,2146.51001,30,21,29,19,21,32,1,0.960288809,0.957619477,0.895384615,0.19563328,0.201546627,0.306084895,21.2166065,21.17042381,19.87819005,3.57274486,3.86701196,3.919977563,1,0.989169675,0.950405771,0.951131222,0.1036911,0.217203089,0.215613161,20.20938628,20.39224527,20.4038009,1.990790022,2.53893389,2.547880385,1,0.620938628,0.559062218,0.403438914,0.486031534,0.496723402,0.490631762,32.15523466,31.374211,28.87022624,4.805765299,6.046130012,6.73099481,8.817027438,0.739584889,0.006516197,9.814370731,9.74826188,9.468248005,1.865228567,1.86380582,1.961310841,0.035707518,0.05289376,0.256657905,0.055073522,0.117704792,1.002365741
1,0,0,NotShared,NotShared,2118.751465,63,5,14,14,16,22,0,0.003610108,0.008115419,0.021719457,0.060084177,0.089759814,0.145779178,5.916967509,6.455365194,7.305158371,2.272305103,2.808740962,3.310218938,0,0.180505415,0.174932372,0.168868778,0.385303989,0.380080649,0.374669884,12.79061372,12.15960325,11.67294118,3.840033022,3.935255604,3.985627798,0,0.104693141,0.123534716,0.13158371,0.30671175,0.329198436,0.338068223,19.92418773,20.54192967,20.9160181,7.367527642,7.402879006,7.497803593,7.580198305,0.723252389,1.201157689,7.847051614,7.841312287,7.601287234,1.988207715,1.998463728,1.79404164,1.271160513,1.201452953,1.810684542,1.190448242,1.248649421,2.415942906
1,0,0,NotShared,NotShared,2031.616577,27,13,30,22,23,35,0,0.0433213,0.040577096,0.042714932,0.203947851,0.197397395,0.202231968,9.429602888,8.445446348,8.089954751,3.31765002,3.399398639,3.473711465,1,0.166064982,0.075743913,0.042714932,0.372812513,0.264707303,0.202231968,10.7400722,10.07754734,9.591312217,4.829440661,3.507769989,2.919111754,1,0.133574007,0.056807935,0.032217195,0.340809787,0.231579688,0.176592444,21.15162455,18.65103697,17.85122172,7.272549084,6.245283513,5.622922084,7.863452149,0.712056208,0.909150362,8.635959538,9.122504277,9.124330962,2.089266067,1.945167387,1.817351762,0.500503388,0.288511567,0.239463902,0.895367568,0.628634061,0.513392333
1,0,0,NotShared,NotShared,2022.625977,70,7,19,12,12,13,0,0.014440433,0.042380523,0.04,0.11951348,0.201546627,0.195976916,6.826714801,8.209197475,8.173393665,2.315419571,3.328775399,3.456827162,0,0.025270758,0.042380523,0.031674208,0.157230385,0.201546627,0.175147095,9.675090253,9.38503156,8.884886878,2.267251195,2.914638692,2.783355022,0,0.014440433,0.030658251,0.023529412,0.11951348,0.172467805,0.151591351,16.42599278,17.8232642,17.56452489,5.196059283,5.558789815,5.215352325,8.916861179,0.738780184,0.032080714,9.46880349,9.031109675,9.242293642,1.653721855,1.993791777,1.820827299,0.126896455,0.341499168,0.222051233,0.321179579,0.55574489,0.479610361
1,1,0,NotShared,NotShared,1998.926636,56,6,21,13,14,16,0,0.025270758,0.037871957,0.053574661,0.157230385,0.190972662,0.225196792,7.906137184,8.437330929,9.022262443,3.012990935,3.261039913,3.503392938,0,0.075812274,0.043282236,0.02678733,0.265176604,0.203583538,0.161475969,9.537906137,9.132551849,8.943710407,3.011362531,2.790118406,2.645049683,0,0,0.022542831,0.024977376,0,0.148507707,0.156070224,17.86281588,18.36880072,18.45104072,4.710759733,5.270495536,5.352424155,9.970208313,0.738581611,0.099692948,8.962272523,9.311538264,9.49919948,2.057745447,1.773336392,1.861029804,0.416446552,0.240307031,0.191907556,0.655403656,0.496417672,0.404908861
1,1,0,NotShared,NotShared,2034.434937,51,13,20,17,18,23,0,0.057761733,0.139765555,0.207963801,0.233714587,0.346900067,0.405887517,13.5631769,13.96032462,14.18932127,1.230859845,2.151788418,2.558227415,1,0.992779783,0.933273219,0.847420814,0.084817784,0.249660814,0.359613938,16.99277978,17.23083859,16.97918552,0.888708474,1.631953415,2.209215047,0,0.010830325,0.040577096,0.043800905,0.1036911,0.197397395,0.204670388,19.61371841,20.90261497,21.21628959,3.050105647,4.619207507,5.08110423,8.027737745,0.745258407,0.030241659,10.12746385,9.914555057,9.707307584,1.672928041,1.648904169,1.801466789,0.025018682,0.031596788,0.064407913,0.030922604,0.039104196,0.147391632
1,0,0,NotShared,NotShared,2123.275391,44,13,27,19,19,20,0,0.523465704,0.642921551,0.597828054,0.500353038,0.479354385,0.490380665,15.89169675,16.45716862,16.32669683,3.810146115,3.237753309,3.759210562,1,0.790613718,0.891794409,0.846334842,0.407606995,0.310780038,0.360660118,17.42960289,17.89269612,17.63257919,2.616750153,2.46166105,3.39543651,0,0.0433213,0.043282236,0.104977376,0.203947851,0.203583538,0.30655201,21.42599278,22.29125338,22.78932127,4.878128076,4.597021202,6.017575784,7.002086835,0.750567008,0.234978661,7.794614352,8.042230691,7.821560784,1.736108945,1.643368315,1.706550819,0.602728253,0.426035294,0.758594046,0.913150863,0.703889373,1.425326623
1,1,0,NotShared,NotShared,2152.102295,36,19,28,19,20,24,1,0.953068592,0.949504058,0.901538462,0.211874755,0.219064773,0.297964651,20.03971119,20.04869252,19.65375566,2.640654273,3.055646753,3.671736646,1,0.97833935,0.980162308,0.967058824,0.14583637,0.13950522,0.178498802,20.96389892,20.74391344,20.60868778,2.032025288,1.987159006,2.32730786,0,0.494584838,0.456266907,0.431131222,0.5008756,0.498308461,0.495279204,30.48375451,29.81334536,29.32959276,5.935393988,6.362000974,6.32533971,9.929803606,0.735547151,0.03396127,9.102073417,9.187154772,9.349088365,1.535383356,1.847900002,1.958470075,0.118110293,0.137875343,0.20163224,0.269468325,0.287431406,0.598780965
1,1,0,NotShared,NotShared,2161.762451,43,20,27,21,21,23,1,0.938628159,0.828674482,0.756742081,0.240445531,0.376963154,0.429088368,19.70036101,18.2037872,17.82841629,2.697375243,4.774135347,4.667110699,1,0.971119134,0.84761046,0.819909502,0.167774792,0.35956021,0.384297594,20.64981949,19.04508566,18.51819005,2.043931005,4.860299804,4.55379428,0,0.075812274,0.214607755,0.276923077,0.265176604,0.41073518,0.447518642,23.96028881,25.0135257,25.71384615,4.464255451,7.766725118,7.874773318,9.951385809,0.74578594,0.093601361,9.179504343,8.599743666,8.381656252,1.435061718,1.906878373,2.062029436,0.182727796,1.751892425,1.935356053,0.239626657,4.277360174,3.883533686
1,1,0,NotShared,NotShared,2164.003906,31,20,30,20,23,27,1,0.779783394,0.650135257,0.586425339,0.415142664,0.477142215,0.492518594,17.0866426,16.28043282,15.87547511,2.244090934,3.499843394,4.551824178,1,0.992779783,0.902614968,0.76,0.084817784,0.296615105,0.427121785,21.24187726,20.04418395,18.33520362,1.485185569,4.232079972,5.759625053,0,0.166064982,0.244364292,0.239276018,0.372812513,0.42990352,0.426680157,26.01444043,26.21370604,25.2318552,4.904132477,7.275171147,8.262506084,9.65611395,0.739985049,0.002670735,9.779533559,8.829655779,8.199812219,1.956006347,1.914710559,1.989158788,0.12853764,1.242453043,2.293248015,0.270138647,4.148745027,4.561510962
1,1,0,NotShared,NotShared,2146.523438,30,22,29,20,22,39,1,0.967509025,0.963029757,0.883257919,0.177620965,0.18877388,0.321141767,21.53790614,21.54192967,19.72271493,3.738194938,4.057050318,4.228690652,1,0.974729242,0.935076646,0.935022624,0.157230385,0.246501731,0.246508245,20.89530686,20.58972047,20.25864253,2.21323743,2.777280637,3.024621382,1,0.620938628,0.616771867,0.396742081,0.486031534,0.486392492,0.489265908,32.35018051,32.15960325,28.58642534,5.596010643,5.730149397,7.130164349,10.70313759,0.740791221,0.004416386,10.04687788,9.633177971,9.322545509,1.977973626,1.838342381,2.036306838,0.038812417,0.083228667,0.503716829,0.101829417,0.271179605,2.208332551
1,0,0,NotShared,NotShared,2071.713135,55,13,22,17,19,21,0,0.736462094,0.769161407,0.709502262,0.44134894,0.421559465,0.454033163,16.89891697,17.16411181,16.7359276,2.161227572,2.544572274,4.210038484,1,0.974729242,0.974752029,0.815565611,0.157230385,0.156948153,0.387873143,18.62093863,18.56357078,17.23764706,1.800964472,1.813698442,4.215909177,0,0.054151625,0.098286745,0.230226244,0.226726273,0.297836278,0.42101568,23.00361011,23.77276826,25.47728507,4.470108609,5.1266221,7.775804943,9.281828381,0.749154992,0.090142146,8.953619048,9.310372743,8.759575827,1.617849659,1.740962798,1.961211287,0.09871972,0.099348715,1.578266031,0.204952511,0.309833501,4.806965984
1,0,0,NotShared,NotShared,2053.645264,41,18,24,20,20,23,1,0.772563177,0.787195672,0.701900452,0.419935641,0.409475074,0.457464846,17.15523466,17.12804328,16.90606335,2.394381187,2.365100088,2.942185088,1,0.960288809,0.965734896,0.901719457,0.19563328,0.181991406,0.297720542,20.17689531,19.67628494,19.04778281,2.40495573,2.37328435,2.954254941,0,0.241877256,0.182146078,0.232579186,0.428995388,0.386139007,0.422514401,25.75451264,24.72948602,25.18986425,6.738733716,6.565199646,7.732233992,11.48280621,0.739575994,0.011141279,10.25721319,9.701926543,8.949301157,2.368670619,2.127812318,1.954550796,0.04109002,0.125801804,0.273258388,0.082393366,0.304841937,0.559602347
1,1,0,NotShared,NotShared,2101.919678,34,19,24,19,19,33,1,0.371841155,0.390441839,0.311312217,0.484171042,0.488069471,0.46307206,15.00722022,15.18845807,14.39004525,3.900011873,3.900570664,3.605562635,1,0.610108303,0.633002705,0.669321267,0.48860826,0.482203221,0.470500133,15.81949458,15.81785392,15.90642534,3.210588646,2.997773917,2.877118333,1,0.140794224,0.071235347,0.072217195,0.348438677,0.257333605,0.258870625,23.38267148,22.21550947,22.20579186,6.318662496,5.332745146,5.346925437,7.682756924,0.750819511,0.247375652,7.504414291,7.788733764,8.135783122,1.943318108,1.761764047,1.761999176,1.041394302,0.656344182,0.469993896,1.350995458,1.058386994,0.881784592
